Distance_km,Traffic_Density,Road_Type,Time_of_Day,Day_of_Week,Weather,Num_Traffic_Signals,Speed_Limit_kmph,Incident_Type,Population_Density_per_km2,Response_Time_minutes
1.22,Medium,Secondary,Afternoon,Wed,Clear,1,70,Fire,2004,1.35
1.13,Medium,Primary,Evening,Sun,Clear,1,60,Other,6418,3.65
3.03,Low,Primary,Morning,Thu,Clear,2,70,Crime,2387,3.67
1.32,Medium,Secondary,Afternoon,Sun,Clear,6,50,Medical,5457,4.13
0.48,Low,Residential,Morning,Mon,Clear,3,50,Fire,3724,2.94
2.72,Low,Primary,Morning,Fri,Clear,1,50,Medical,5495,2.62
5.05,Low,Residential,Evening,Tue,Clear,4,50,Fire,7377,10.12
1.44,Low,Secondary,Afternoon,Sun,Rain,5,40,Fire,6784,3.67
0.43,Low,Residential,Morning,Tue,Clear,3,50,Other,200,1.26
0.66,Low,Primary,Night,Tue,Clear,7,60,Crime,1933,5.95
0.81,Medium,Primary,Night,Fri,Clear,2,40,Fire,2517,1.4
1.07,Medium,Primary,Night,Fri,Clear,3,40,Medical,8322,3.5
3.09,Medium,Primary,Afternoon,Tue,Clear,1,60,Medical,8897,3.53
2.76,Low,Residential,Morning,Tue,Clear,4,40,Medical,6789,7.74
3.57,High,Primary,Morning,Tue,Clear,2,50,Medical,3194,7.17
1.35,Medium,Secondary,Afternoon,Mon,Clear,1,30,Other,8463,3.02
5.21,Low,Primary,Morning,Sat,Clear,4,60,Crime,4293,6.35
0.68,High,Secondary,Night,Fri,Clear,7,60,Crime,3848,3.7
1.9,Low,Primary,Night,Wed,Clear,4,60,Medical,200,2.53
4.84,Medium,Primary,Evening,Sun,Rain,2,70,Fire,8616,8.75
0.6,Medium,Primary,Evening,Sat,Snow,2,50,Fire,5580,1.0
0.35,Low,Residential,Evening,Mon,Rain,4,60,Fire,4278,1.19
6.45,High,Primary,Evening,Wed,Rain,2,60,Crime,6591,19.33
1.26,Low,Primary,Night,Mon,Clear,4,70,Medical,4179,3.73
3.45,Low,Primary,Evening,Mon,Clear,2,60,Medical,6360,4.27
0.08,High,Residential,Morning,Wed,Clear,3,50,Medical,5340,1.32
3.51,High,Secondary,Morning,Tue,Clear,4,50,Medical,3178,7.49
1.14,Medium,Secondary,Evening,Sat,Clear,5,50,Fire,1894,4.79
0.17,Medium,Secondary,Afternoon,Wed,Rain,0,30,Medical,7522,1.94
2.82,Low,Primary,Night,Thu,Clear,2,40,Medical,200,3.75
0.83,Medium,Secondary,Evening,Fri,Clear,1,50,Fire,1637,1.0
1.47,Low,Primary,Evening,Thu,Clear,2,60,Medical,2656,1.83
0.25,Low,Secondary,Morning,Sat,Clear,3,60,Medical,3195,1.0
0.48,Medium,Secondary,Afternoon,Mon,Rain,1,60,Medical,5114,2.94
1.06,Low,Secondary,Afternoon,Wed,Clear,1,60,Medical,4721,1.0
0.28,Low,Primary,Evening,Tue,Snow,4,50,Medical,1712,2.45
7.25,Low,Primary,Afternoon,Sat,Clear,1,60,Medical,3736,6.98
0.02,Low,Residential,Night,Tue,Rain,1,50,Medical,7604,1.0
1.98,Low,Secondary,Evening,Sun,Clear,4,40,Medical,5109,5.92
0.39,Low,Primary,Evening,Sun,Clear,6,30,Medical,6436,5.93
1.1,Low,Primary,Night,Thu,Fog,4,60,Other,1608,3.03
7.81,Medium,Residential,Night,Sun,Clear,5,60,Crime,4487,12.45
0.53,High,Residential,Morning,Thu,Clear,1,60,Other,6802,1.0
10.13,Medium,Residential,Evening,Mon,Clear,4,30,Medical,5223,37.21
0.69,Medium,Primary,Morning,Fri,Clear,3,50,Other,2424,1.0
4.06,Low,Secondary,Afternoon,Mon,Clear,3,70,Other,5943,5.75
2.37,Low,Primary,Morning,Sat,Clear,3,60,Other,4997,2.86
6.47,Low,Secondary,Evening,Tue,Clear,4,60,Medical,3975,9.4
2.42,Medium,Primary,Afternoon,Sat,Rain,3,60,Crime,6301,6.49
2.29,Medium,Primary,Evening,Sun,Rain,2,70,Medical,2803,3.59
0.65,Medium,Primary,Evening,Wed,Clear,3,50,Medical,4235,2.88
0.55,Low,Secondary,Evening,Thu,Rain,5,50,Fire,4455,1.61
7.45,Low,Secondary,Afternoon,Tue,Clear,0,30,Crime,6949,16.08
1.19,Medium,Secondary,Evening,Sun,Clear,0,70,Other,5214,1.0
1.4,Low,Residential,Evening,Mon,Rain,2,40,Other,3726,4.41
4.28,Medium,Secondary,Afternoon,Fri,Clear,4,50,Crime,3300,12.69
1.24,Medium,Secondary,Night,Wed,Clear,6,60,Medical,1441,2.28
9.11,Medium,Residential,Afternoon,Fri,Clear,4,70,Fire,2988,9.22
4.02,High,Secondary,Afternoon,Mon,Fog,0,50,Medical,4855,10.87
2.73,High,Primary,Evening,Mon,Clear,2,60,Other,371,3.67
6.38,Medium,Residential,Morning,Tue,Clear,1,70,Medical,4764,6.88
0.15,Medium,Primary,Afternoon,Sun,Clear,5,60,Other,2510,1.0
0.89,Low,Secondary,Evening,Wed,Clear,4,50,Other,7166,2.29
1.88,High,Primary,Morning,Sat,Clear,3,60,Medical,4440,5.15
0.77,Medium,Secondary,Afternoon,Mon,Rain,2,60,Medical,4833,1.0
4.09,Low,Secondary,Evening,Tue,Rain,3,30,Medical,2348,12.83
7.55,Low,Primary,Evening,Mon,Rain,1,60,Fire,3455,10.02
1.65,Low,Secondary,Evening,Tue,Clear,4,40,Crime,4368,4.74
1.26,Medium,Residential,Night,Fri,Clear,1,60,Crime,6037,2.33
9.78,Medium,Primary,Afternoon,Tue,Clear,4,60,Crime,4437,13.15
1.77,Low,Primary,Evening,Sat,Clear,3,60,Other,3612,1.89
2.01,Low,Primary,Evening,Fri,Clear,7,50,Medical,3124,5.22
1.3,High,Residential,Afternoon,Thu,Clear,2,60,Medical,5569,3.95
7.21,Medium,Secondary,Night,Mon,Clear,3,30,Medical,4353,18.23
2.52,High,Residential,Night,Thu,Rain,5,60,Other,1903,7.99
4.31,Low,Primary,Afternoon,Wed,Clear,3,50,Crime,5578,6.16
5.01,Medium,Primary,Evening,Thu,Rain,2,60,Medical,9534,10.24
1.25,Medium,Primary,Evening,Sun,Clear,1,40,Medical,3911,5.89
1.71,Low,Primary,Afternoon,Tue,Rain,1,40,Other,5623,4.22
5.66,Low,Secondary,Night,Tue,Clear,2,50,Medical,4857,8.24
1.35,Low,Residential,Evening,Wed,Rain,3,50,Fire,5070,3.88
4.74,Low,Primary,Evening,Wed,Clear,0,50,Medical,9448,7.22
8.49,High,Residential,Morning,Mon,Clear,6,60,Fire,1947,17.05
2.93,Low,Primary,Afternoon,Sun,Clear,0,40,Crime,5603,3.22
4.06,Low,Residential,Afternoon,Tue,Clear,1,40,Other,5052,9.44
4.91,Medium,Primary,Evening,Sun,Rain,5,30,Medical,1536,18.37
5.59,Low,Residential,Evening,Sun,Rain,2,60,Fire,6155,10.15
1.51,Medium,Primary,Morning,Wed,Clear,2,60,Crime,325,2.36
0.16,Low,Residential,Afternoon,Sun,Clear,2,50,Medical,6699,2.45
1.54,Medium,Primary,Afternoon,Sat,Rain,3,50,Medical,4315,3.48
3.36,Low,Primary,Evening,Sun,Clear,7,50,Medical,5246,6.69
1.8,Medium,Secondary,Evening,Thu,Clear,4,50,Medical,5934,4.73
4.15,Medium,Primary,Afternoon,Sun,Clear,3,60,Other,678,4.61
1.32,High,Secondary,Morning,Tue,Clear,2,30,Other,6455,4.9
3.02,High,Residential,Afternoon,Sun,Clear,1,60,Medical,6208,7.01
0.62,Medium,Secondary,Afternoon,Sat,Clear,1,50,Crime,4461,1.0
4.15,Low,Secondary,Evening,Sun,Clear,3,60,Crime,6835,8.18
2.37,Medium,Primary,Morning,Wed,Clear,10,60,Other,9159,6.86
0.68,Medium,Secondary,Afternoon,Sun,Clear,2,60,Medical,9228,4.59
1.04,High,Secondary,Evening,Mon,Rain,2,60,Fire,9659,1.82
4.14,Low,Residential,Night,Sun,Clear,3,50,Crime,1299,4.54
1.98,Low,Primary,Night,Sat,Clear,2,50,Crime,4480,1.0
0.73,Medium,Secondary,Night,Fri,Clear,0,50,Crime,5287,2.13
10.26,Low,Primary,Evening,Sun,Clear,8,30,Medical,4861,22.16
3.77,Low,Primary,Evening,Tue,Rain,3,50,Crime,7457,9.94
9.45,Low,Primary,Evening,Sun,Snow,3,70,Crime,1682,15.89
1.67,Medium,Primary,Night,Tue,Fog,4,60,Fire,2639,3.69
1.93,High,Primary,Night,Sun,Clear,3,50,Fire,4022,4.5
6.85,Medium,Primary,Afternoon,Tue,Clear,2,50,Medical,5412,9.42
2.23,Low,Residential,Afternoon,Tue,Rain,2,40,Medical,5083,8.15
3.69,Low,Primary,Afternoon,Fri,Clear,3,50,Crime,5697,6.08
0.87,Low,Residential,Evening,Fri,Clear,4,50,Fire,6358,2.52
1.78,Medium,Primary,Evening,Sat,Clear,1,60,Medical,7010,5.16
0.4,Medium,Primary,Night,Sat,Rain,3,50,Other,6523,1.0
0.69,Low,Secondary,Afternoon,Mon,Clear,2,40,Crime,4400,3.59
0.0,Medium,Secondary,Afternoon,Tue,Clear,4,50,Medical,4117,1.52
0.12,Medium,Secondary,Night,Wed,Clear,3,50,Crime,3767,4.19
11.35,Low,Secondary,Morning,Sun,Clear,3,50,Medical,8628,15.97
0.83,Low,Primary,Morning,Thu,Clear,5,40,Other,1909,2.8
3.27,High,Secondary,Evening,Tue,Clear,2,50,Medical,6421,8.35
5.48,Low,Secondary,Morning,Sat,Clear,4,50,Other,4562,8.42
2.4,Medium,Primary,Afternoon,Fri,Clear,1,50,Other,11666,4.85
0.5,Medium,Residential,Afternoon,Mon,Clear,4,50,Medical,2223,2.63
3.91,Medium,Secondary,Morning,Tue,Clear,2,40,Crime,2185,10.4
2.75,Medium,Primary,Evening,Sun,Rain,2,30,Other,9768,12.38
3.94,Medium,Residential,Afternoon,Mon,Clear,2,40,Other,3182,9.79
4.41,High,Residential,Afternoon,Wed,Clear,1,60,Crime,5596,11.4
11.12,High,Secondary,Morning,Wed,Rain,3,50,Fire,200,26.71
2.56,Medium,Primary,Evening,Wed,Rain,3,50,Medical,5063,7.51
1.25,Low,Residential,Afternoon,Wed,Clear,2,50,Medical,4026,4.51
3.14,Low,Primary,Afternoon,Thu,Clear,4,50,Medical,5722,5.15
0.21,Medium,Primary,Afternoon,Mon,Clear,5,60,Medical,4077,1.35
6.83,Medium,Primary,Afternoon,Tue,Clear,3,70,Medical,4085,8.05
0.38,Low,Secondary,Afternoon,Thu,Clear,3,50,Crime,8691,1.12
1.19,Low,Residential,Afternoon,Tue,Clear,3,60,Medical,7573,1.57
5.07,Medium,Secondary,Night,Fri,Rain,2,60,Medical,5488,5.43
2.73,Low,Residential,Night,Sun,Clear,1,60,Crime,8324,2.11
1.5,Medium,Primary,Evening,Sat,Clear,7,50,Crime,7796,6.45
1.92,Medium,Primary,Morning,Thu,Clear,4,60,Medical,7510,4.49
5.78,Medium,Secondary,Evening,Sat,Clear,1,40,Crime,9418,14.89
1.25,Low,Residential,Morning,Thu,Clear,4,70,Crime,5149,2.38
6.11,Low,Secondary,Evening,Sat,Rain,5,60,Fire,6946,11.93
0.28,Low,Primary,Afternoon,Sun,Fog,5,40,Medical,6743,1.54
4.5,Low,Primary,Evening,Sat,Rain,1,60,Other,3409,6.05
5.64,Medium,Primary,Night,Fri,Clear,3,70,Medical,5885,5.85
0.6,Medium,Primary,Afternoon,Sat,Clear,2,50,Crime,6236,1.63
1.69,Low,Primary,Afternoon,Thu,Clear,1,50,Crime,6548,2.06
0.54,Low,Residential,Evening,Sat,Clear,3,70,Other,1843,1.35
3.68,Low,Secondary,Morning,Mon,Clear,4,50,Other,625,4.83
2.3,High,Secondary,Night,Sun,Clear,5,60,Medical,5460,5.24
3.03,Medium,Primary,Afternoon,Sat,Clear,3,50,Medical,5050,5.86
0.66,High,Primary,Morning,Wed,Rain,4,40,Medical,6728,3.88
0.71,High,Secondary,Evening,Sun,Clear,4,50,Other,6250,3.63
0.13,Medium,Residential,Morning,Sun,Rain,4,60,Crime,5071,1.0
1.17,Medium,Secondary,Morning,Sat,Snow,2,30,Other,1362,4.81
2.46,Low,Residential,Evening,Tue,Fog,6,50,Medical,3571,7.74
5.85,Medium,Residential,Evening,Fri,Snow,1,60,Medical,5197,15.98
3.3,Low,Primary,Evening,Wed,Clear,3,50,Medical,4436,4.57
1.71,High,Primary,Evening,Thu,Clear,2,70,Medical,4232,6.47
9.18,Low,Secondary,Morning,Mon,Clear,3,50,Crime,5701,15.75
3.81,Medium,Secondary,Afternoon,Sat,Rain,2,60,Other,5976,5.6
7.98,Low,Primary,Afternoon,Sat,Rain,3,50,Other,8750,15.3
2.25,High,Secondary,Night,Thu,Snow,2,50,Medical,4819,6.39
0.9,Low,Secondary,Morning,Fri,Clear,5,60,Medical,7050,2.76
0.16,Medium,Residential,Afternoon,Thu,Clear,2,40,Medical,5103,1.57
3.88,Medium,Primary,Night,Mon,Fog,4,40,Medical,3408,8.26
0.39,Low,Primary,Night,Sun,Snow,3,50,Medical,4103,3.55
1.08,Medium,Secondary,Evening,Sat,Clear,1,50,Fire,4792,1.89
2.28,High,Secondary,Morning,Sun,Clear,5,40,Medical,3482,6.98
2.49,Low,Secondary,Evening,Thu,Rain,2,70,Medical,4548,3.88
2.75,High,Residential,Afternoon,Sun,Clear,1,50,Other,7467,5.87
0.55,Medium,Residential,Evening,Thu,Rain,5,60,Other,3752,3.38
1.43,High,Secondary,Morning,Sat,Clear,2,50,Crime,1705,1.74
2.88,Low,Primary,Morning,Thu,Clear,3,70,Medical,6036,5.24
10.5,Medium,Secondary,Afternoon,Sat,Clear,2,40,Medical,5886,20.77
3.9,High,Secondary,Morning,Thu,Clear,2,50,Medical,5377,8.67
7.68,Low,Residential,Evening,Sun,Clear,1,50,Medical,6103,10.24
4.31,Medium,Residential,Evening,Mon,Clear,4,60,Medical,2208,7.29
2.69,Low,Secondary,Evening,Tue,Rain,3,50,Medical,4831,7.71
0.64,Low,Secondary,Afternoon,Wed,Clear,1,60,Other,3398,1.0
3.3,Medium,Primary,Night,Fri,Clear,2,60,Fire,9092,7.15
2.93,Medium,Primary,Morning,Sun,Rain,4,50,Medical,4599,4.83
2.77,Medium,Primary,Afternoon,Tue,Clear,4,60,Other,5311,5.08
2.02,Low,Primary,Afternoon,Mon,Rain,1,50,Medical,200,1.31
2.26,Low,Secondary,Morning,Fri,Clear,7,40,Crime,357,5.62
1.22,Low,Primary,Morning,Fri,Rain,4,50,Medical,8617,2.8
2.2,Medium,Secondary,Afternoon,Sat,Clear,0,60,Fire,4934,3.35
0.66,High,Secondary,Night,Sat,Snow,7,50,Medical,3484,4.41
4.91,Medium,Secondary,Night,Sun,Clear,4,40,Medical,3678,9.32
0.62,Low,Secondary,Afternoon,Thu,Clear,4,60,Fire,5483,3.03
0.27,High,Primary,Morning,Wed,Fog,3,60,Medical,5517,2.49
1.72,Medium,Residential,Morning,Sat,Clear,7,40,Medical,3797,8.09
3.22,Medium,Primary,Afternoon,Wed,Rain,3,50,Medical,5457,5.13
1.73,Low,Residential,Morning,Mon,Clear,5,50,Crime,3579,3.11
0.97,Medium,Primary,Morning,Sat,Clear,6,50,Fire,5797,6.1
2.45,Low,Secondary,Evening,Tue,Clear,2,50,Crime,7803,7.55
1.28,Low,Primary,Evening,Thu,Clear,6,30,Crime,4148,6.13
8.1,Low,Primary,Afternoon,Wed,Clear,4,50,Other,5212,12.11
7.68,Low,Secondary,Evening,Thu,Fog,5,50,Other,4257,18.67
2.09,Low,Secondary,Evening,Tue,Clear,1,60,Medical,200,3.14
1.19,Low,Primary,Afternoon,Fri,Clear,2,60,Crime,7247,2.93
4.01,Low,Secondary,Morning,Tue,Clear,1,40,Crime,3650,9.0
0.11,Medium,Primary,Night,Fri,Rain,3,50,Medical,3842,2.1
1.93,Low,Primary,Evening,Tue,Clear,0,50,Crime,6107,2.37
1.23,Medium,Residential,Morning,Thu,Clear,3,70,Crime,9282,1.95
7.6,Low,Residential,Evening,Tue,Rain,3,60,Medical,6817,12.1
0.04,High,Secondary,Afternoon,Sat,Clear,4,40,Fire,4449,1.79
2.41,High,Primary,Evening,Wed,Clear,2,50,Medical,6786,7.25
4.05,Low,Primary,Afternoon,Wed,Clear,4,40,Other,6275,9.45
1.99,Medium,Residential,Afternoon,Mon,Clear,3,60,Medical,4736,6.12
0.27,Low,Primary,Evening,Sun,Clear,3,50,Fire,7426,2.2
10.78,High,Residential,Evening,Sat,Clear,5,60,Fire,6939,25.89
2.19,Medium,Primary,Morning,Wed,Clear,1,60,Medical,9512,4.63
2.86,Low,Residential,Morning,Wed,Clear,6,40,Crime,4109,5.95
0.81,Low,Primary,Afternoon,Fri,Clear,6,30,Medical,5172,3.33
1.98,Low,Primary,Afternoon,Sat,Clear,7,60,Fire,9190,4.16
1.68,Low,Secondary,Afternoon,Thu,Clear,3,40,Medical,3210,3.78
0.23,Medium,Residential,Evening,Thu,Clear,0,60,Medical,4175,1.76
0.34,Medium,Residential,Morning,Fri,Clear,4,40,Medical,4384,2.34
5.45,Low,Secondary,Evening,Wed,Fog,4,60,Fire,5460,10.02
0.82,Low,Residential,Evening,Tue,Clear,1,60,Fire,7265,2.07
0.65,Low,Secondary,Morning,Fri,Rain,3,50,Fire,6354,1.03
2.11,Low,Residential,Evening,Thu,Rain,5,60,Medical,2324,5.53
4.39,High,Residential,Night,Mon,Clear,5,50,Fire,5855,11.74
0.19,Low,Secondary,Morning,Thu,Clear,4,50,Medical,7540,1.0
2.58,Medium,Secondary,Night,Tue,Clear,2,60,Medical,7653,2.43
0.38,Low,Secondary,Evening,Thu,Clear,2,30,Other,11399,1.84
0.11,Low,Secondary,Evening,Fri,Rain,3,50,Crime,7398,1.0
0.16,Medium,Residential,Morning,Mon,Clear,2,60,Medical,1325,1.0
5.39,Medium,Primary,Evening,Thu,Clear,4,60,Medical,5034,8.12
0.38,Low,Primary,Afternoon,Fri,Clear,3,40,Fire,4094,2.69
0.14,Medium,Secondary,Evening,Sun,Rain,3,70,Medical,4149,1.0
1.73,Medium,Primary,Evening,Fri,Clear,3,60,Medical,4677,1.82
5.57,Low,Secondary,Afternoon,Sun,Rain,5,50,Medical,6797,11.39
0.91,Medium,Residential,Afternoon,Fri,Clear,1,50,Other,3732,2.75
1.64,Medium,Secondary,Morning,Mon,Clear,0,50,Medical,4512,3.21
0.12,Low,Residential,Morning,Fri,Clear,4,30,Other,783,2.15
1.79,Medium,Primary,Night,Mon,Clear,3,60,Other,700,2.3
2.59,Low,Residential,Morning,Sat,Rain,4,40,Fire,6318,8.29
2.54,Low,Secondary,Afternoon,Sun,Clear,2,60,Fire,6483,1.68
1.21,Medium,Primary,Afternoon,Tue,Clear,6,60,Medical,5141,2.3
1.14,High,Secondary,Night,Tue,Clear,0,70,Fire,8652,1.73
0.34,High,Residential,Afternoon,Tue,Clear,2,40,Crime,5799,2.32
1.37,Low,Primary,Night,Sat,Clear,2,60,Fire,946,1.0
0.31,Low,Secondary,Evening,Fri,Rain,7,70,Medical,7064,1.69
4.36,Medium,Residential,Night,Mon,Rain,4,40,Crime,605,12.01
10.17,Low,Primary,Morning,Sat,Clear,2,30,Medical,9437,19.81
10.53,Medium,Secondary,Afternoon,Tue,Clear,3,50,Medical,8474,20.94
6.01,Medium,Secondary,Morning,Wed,Rain,1,50,Medical,9981,11.32
2.75,High,Primary,Afternoon,Tue,Clear,3,50,Fire,7922,5.38
3.62,Low,Secondary,Evening,Fri,Clear,3,70,Fire,7311,3.44
1.01,Low,Primary,Morning,Sun,Clear,0,60,Crime,8367,1.0
2.99,High,Residential,Morning,Sat,Clear,3,30,Fire,5517,11.55
1.82,Medium,Primary,Evening,Wed,Clear,1,50,Crime,2225,3.84
1.97,High,Primary,Morning,Sat,Clear,3,60,Medical,7097,3.53
4.25,Low,Secondary,Afternoon,Thu,Rain,2,50,Fire,8314,8.07
0.99,Medium,Primary,Morning,Wed,Clear,2,40,Crime,8924,2.59
1.15,Medium,Primary,Evening,Thu,Clear,2,70,Medical,2242,1.0
7.76,Low,Residential,Afternoon,Wed,Clear,3,50,Other,200,10.81
0.17,Medium,Residential,Evening,Mon,Clear,2,50,Medical,6825,2.32
1.99,Medium,Residential,Afternoon,Wed,Clear,4,50,Crime,7279,6.59
7.32,Low,Secondary,Afternoon,Tue,Clear,4,50,Fire,1559,10.85
2.83,Low,Residential,Evening,Sun,Clear,5,60,Medical,3968,5.24
2.37,Medium,Residential,Evening,Thu,Clear,5,50,Medical,5285,5.82
0.86,Medium,Secondary,Evening,Thu,Clear,2,50,Other,4443,2.99
1.26,High,Primary,Evening,Sat,Clear,4,50,Other,2285,3.89
5.73,Low,Primary,Morning,Tue,Clear,3,50,Medical,7475,6.75
2.46,Low,Secondary,Night,Mon,Clear,3,70,Medical,5339,3.21
2.17,High,Residential,Evening,Wed,Rain,4,50,Medical,6020,7.51
0.31,High,Secondary,Evening,Mon,Clear,3,60,Medical,6815,3.26
0.05,Low,Secondary,Night,Tue,Clear,3,50,Fire,9753,1.58
9.95,Medium,Primary,Morning,Sun,Clear,2,40,Medical,4143,18.24
1.42,Low,Primary,Evening,Wed,Clear,0,40,Crime,8334,2.15
2.77,Low,Secondary,Night,Tue,Clear,3,70,Crime,6538,3.15
0.25,Low,Residential,Afternoon,Thu,Clear,3,60,Medical,3148,1.0
3.45,Low,Primary,Morning,Thu,Clear,1,50,Fire,5157,2.78
8.09,High,Residential,Evening,Thu,Clear,2,30,Fire,7617,37.33
2.57,Medium,Primary,Morning,Fri,Rain,5,50,Medical,5270,5.53
0.4,High,Secondary,Night,Fri,Rain,1,60,Medical,6960,2.56
2.61,Medium,Secondary,Morning,Thu,Clear,5,50,Medical,4076,6.01
4.36,Low,Residential,Evening,Sun,Clear,1,40,Crime,1462,7.94
1.56,Medium,Primary,Afternoon,Fri,Clear,1,50,Fire,1925,2.62
6.36,High,Primary,Morning,Sun,Clear,5,60,Crime,4260,11.92
3.14,Medium,Primary,Night,Fri,Clear,3,50,Fire,7182,5.05
6.89,Medium,Residential,Evening,Sat,Clear,1,50,Fire,6196,12.16
2.93,High,Primary,Afternoon,Tue,Clear,6,30,Medical,6639,11.35
0.42,Low,Primary,Afternoon,Sat,Rain,0,50,Medical,3220,1.67
1.11,Medium,Secondary,Evening,Sun,Clear,3,50,Other,3944,3.92
0.68,High,Secondary,Evening,Wed,Clear,3,60,Medical,2771,1.82
7.18,High,Residential,Evening,Thu,Clear,5,50,Medical,3439,22.19
4.29,Low,Residential,Evening,Sat,Clear,3,60,Crime,8735,7.45
3.38,Medium,Secondary,Morning,Sat,Clear,2,70,Medical,6286,4.96
1.07,Medium,Residential,Night,Fri,Clear,6,60,Medical,4002,3.17
0.61,Low,Secondary,Evening,Tue,Clear,3,30,Crime,2866,1.12
4.24,Medium,Primary,Afternoon,Tue,Clear,1,40,Medical,2862,8.14
1.93,Low,Residential,Afternoon,Sat,Clear,2,70,Medical,4198,3.97
0.77,Low,Secondary,Evening,Wed,Rain,3,60,Fire,7045,2.15
2.88,Low,Secondary,Evening,Sun,Clear,4,40,Crime,2047,5.65
0.12,Medium,Secondary,Evening,Tue,Clear,2,60,Medical,8443,1.14
1.18,Low,Secondary,Night,Mon,Clear,3,70,Medical,8834,1.56
1.9,Medium,Primary,Afternoon,Mon,Rain,1,30,Medical,5585,6.42
0.48,Low,Secondary,Evening,Thu,Clear,3,50,Other,5581,1.04
12.53,Low,Residential,Night,Sat,Fog,1,40,Medical,6602,26.45
0.7,Low,Secondary,Morning,Wed,Rain,0,50,Other,1451,2.33
0.42,Low,Primary,Afternoon,Sat,Clear,2,60,Crime,1004,1.0
0.68,Medium,Residential,Evening,Mon,Clear,2,50,Medical,5558,2.38
4.4,Medium,Primary,Night,Sun,Clear,2,70,Fire,2068,4.48
1.66,Low,Primary,Morning,Wed,Clear,7,60,Medical,3257,6.65
2.5,Low,Primary,Morning,Sun,Clear,2,70,Medical,5103,3.27
0.06,Medium,Primary,Morning,Thu,Clear,0,50,Medical,861,1.0
0.11,Low,Secondary,Afternoon,Tue,Clear,4,30,Other,6518,2.03
1.77,High,Secondary,Afternoon,Tue,Clear,4,40,Crime,5403,6.08
5.09,Medium,Residential,Evening,Tue,Clear,2,40,Other,8496,18.94
6.49,Low,Residential,Night,Mon,Clear,4,60,Crime,1073,6.83
0.27,Low,Residential,Evening,Sun,Fog,3,40,Medical,4730,1.43
2.32,Medium,Secondary,Morning,Wed,Clear,4,60,Other,2972,4.81
7.33,Low,Secondary,Night,Mon,Rain,3,50,Fire,7661,10.23
1.47,Low,Residential,Evening,Fri,Clear,2,50,Other,6720,4.05
5.31,Low,Secondary,Morning,Wed,Clear,5,60,Medical,7211,6.66
0.43,Medium,Residential,Afternoon,Thu,Rain,3,30,Medical,5807,1.91
8.22,Medium,Secondary,Evening,Sun,Rain,6,50,Medical,4324,22.34
4.18,Low,Primary,Evening,Mon,Clear,1,60,Medical,6041,4.05
8.51,Medium,Secondary,Evening,Tue,Clear,4,60,Fire,3776,14.62
3.39,Low,Secondary,Morning,Tue,Clear,1,60,Other,7883,4.63
1.35,Medium,Secondary,Evening,Tue,Clear,3,60,Other,2658,4.32
8.35,Low,Primary,Afternoon,Mon,Snow,3,60,Crime,5359,14.66
0.97,Medium,Secondary,Evening,Sun,Clear,2,50,Medical,5498,1.0
1.21,High,Residential,Evening,Mon,Clear,4,70,Medical,4585,3.1
3.62,Low,Residential,Afternoon,Tue,Clear,4,70,Medical,5031,4.84
4.35,Low,Primary,Morning,Tue,Clear,3,30,Medical,5891,10.09
7.95,Low,Primary,Morning,Tue,Clear,2,70,Medical,3861,5.32
0.69,Low,Secondary,Morning,Fri,Clear,5,60,Other,6525,2.29
4.8,Low,Secondary,Morning,Mon,Clear,3,60,Medical,2982,5.78
4.02,High,Primary,Evening,Tue,Clear,4,50,Crime,2144,10.02
0.2,High,Primary,Evening,Thu,Clear,3,50,Fire,1295,2.42
1.47,Low,Residential,Evening,Tue,Fog,3,60,Fire,2151,3.23
1.0,Medium,Residential,Evening,Sun,Snow,4,40,Other,5856,4.93
1.09,Medium,Secondary,Evening,Mon,Clear,2,60,Other,4724,2.47
12.21,Medium,Secondary,Night,Thu,Clear,2,50,Medical,5613,20.04
3.09,Low,Secondary,Morning,Sun,Clear,0,50,Other,4625,4.09
3.79,Low,Primary,Evening,Sat,Rain,2,30,Medical,1024,11.55
11.27,Medium,Secondary,Morning,Sat,Clear,2,70,Medical,6012,13.98
1.42,Low,Primary,Morning,Sat,Snow,5,40,Other,3561,4.79
4.86,Medium,Secondary,Evening,Sun,Clear,4,60,Other,4717,11.17
1.71,Medium,Primary,Afternoon,Mon,Rain,6,60,Medical,9875,6.05
6.11,Low,Secondary,Evening,Mon,Clear,3,60,Medical,2087,8.45
0.6,Low,Secondary,Afternoon,Sun,Clear,5,50,Crime,5710,3.2
8.85,High,Primary,Morning,Mon,Clear,2,70,Crime,8414,14.61
0.74,Medium,Primary,Night,Wed,Rain,5,60,Medical,5963,2.95
1.18,High,Primary,Morning,Sun,Clear,1,60,Other,4535,3.43
4.23,Low,Secondary,Morning,Thu,Clear,5,70,Crime,7574,5.39
1.5,Medium,Primary,Afternoon,Fri,Rain,3,50,Medical,6888,3.54
2.81,Medium,Primary,Night,Fri,Clear,3,50,Medical,10882,3.87
1.76,High,Secondary,Afternoon,Wed,Clear,5,60,Medical,200,7.09
4.07,Low,Residential,Afternoon,Mon,Clear,2,40,Crime,6974,6.44
0.78,Low,Primary,Evening,Fri,Clear,2,60,Fire,3434,1.37
0.18,Low,Secondary,Evening,Thu,Clear,2,60,Crime,7799,1.0
1.07,High,Residential,Evening,Sun,Rain,7,60,Fire,2267,5.12
